MASTER RESULTS — TEXT VERSION FOR A TEXT-ONLY AI

Source file: master_results.csv
Rows: 513
Columns: 15

COLUMN SCHEMA
- model: Model variant name
- seq_len: Sequence length used in evaluation/training condition
- decoys: Number of decoys / distractors
- repeats: Repeat count for the target pattern
- seed: Random seed
- val_acc: Validation accuracy
- router_acc1: Top-1 router accuracy
- recall_at_m: Recall at M retrieved candidates
- pointer_acc: Pointer accuracy after retrieval/disambiguation
- router_miss: Router miss rate
- pointer_miss: Pointer miss rate
- value_miss: Value miss rate
- infer_ms_no_y: Inference time in milliseconds (no_y variant)
- peak_mem_mb: Peak memory in MB
- run_dir: Run directory path

PARSING NOTE
The table below is TAB-SEPARATED (TSV).
Each line after the header is one row.
Do not assume sorting beyond the original file order.

BEGIN_TSV
model	seq_len	decoys	repeats	seed	val_acc	router_acc1	recall_at_m	pointer_acc	router_miss	pointer_miss	value_miss	infer_ms_no_y	peak_mem_mb	run_dir
rft_ocr_head	8192	256	1	0	0.865156	0.702656	0.996406	0.871385	0.003594	0.128125	0.015938	5.816402	867.146484	runs/20260329_230838__ocr_ablate_loss005_decoys256/model=rft_ocr_head__L=8192__seed=0__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	8192	256	1	0	0.870938	0.702031	0.997969	0.873354	0.002031	0.126406	0.012969	5.926195	867.146484	runs/20260330_002251__ocr_ablate_loss010_decoys256/model=rft_ocr_head__L=8192__seed=0__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	8192	256	1	0	0.879687	0.704844	0.997031	0.886323	0.002969	0.113281	0.015	5.848003	867.146484	runs/20260330_013827__ocr_ablate_loss020_decoys256/model=rft_ocr_head__L=8192__seed=0__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	8192	256	1	0	0.870625	0.702031	0.995781	0.881344	0.004219	0.118125	0.016875	5.875896	867.146484	runs/20260330_025354__ocr_ablate_loss050_decoys256/model=rft_ocr_head__L=8192__seed=0__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	8192	256	1	0	0.868906	0.696875	0.996563	0.873615	0.003438	0.125938	0.015312	5.879073	867.146484	runs/20260330_063133__ocr_ablate_margin005_decoys256/model=rft_ocr_head__L=8192__seed=0__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	8192	256	1	0	0.865156	0.702656	0.996406	0.871385	0.003594	0.128125	0.015938	5.857321	867.146484	runs/20260330_074825__ocr_ablate_margin010_decoys256/model=rft_ocr_head__L=8192__seed=0__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	8192	256	1	0	0.868594	0.701094	0.995625	0.877583	0.004375	0.121875	0.015625	5.882102	867.146484	runs/20260330_090311__ocr_ablate_margin020_decoys256/model=rft_ocr_head__L=8192__seed=0__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	8192	256	1	0	0.858594	0.708906	0.997188	0.866281	0.002812	0.133281	0.017969	5.896765	866.393555	runs/20260330_124159__ocr_ablate_dim064_decoys256/model=rft_ocr_head__L=8192__seed=0__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	8192	256	1	0	0.858594	0.708906	0.997188	0.866281	0.002812	0.133281	0.017969	5.83295	866.393555	runs/20260330_134744__ocr_ablate_dim064_decoys256/model=rft_ocr_head__L=8192__seed=0__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	8192	256	1	0	0.865156	0.702656	0.996406	0.871385	0.003594	0.128125	0.015938	5.862994	867.146484	runs/20260330_150155__ocr_ablate_dim128_decoys256/model=rft_ocr_head__L=8192__seed=0__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	8192	256	1	0	0.890312	0.708438	0.997031	0.897656	0.002969	0.102031	0.014219	5.865964	869.40625	runs/20260330_161813__ocr_ablate_dim256_decoys256/model=rft_ocr_head__L=8192__seed=0__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	8192	256	1	0	0.858594	0.708906	0.997188	0.866281	0.002812	0.133281	0.017969	5.85687	866.393555	runs/20260330_181527__ocr_ablate_dim064_decoys256/model=rft_ocr_head__L=8192__seed=0__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	8192	256	1	0	0.865156	0.702656	0.996406	0.871385	0.003594	0.128125	0.015938	5.761556	867.146484	runs/20260330_193133__ocr_ablate_dim128_decoys256/model=rft_ocr_head__L=8192__seed=0__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	8192	256	1	0	0.890312	0.708438	0.997031	0.897656	0.002969	0.102031	0.014219	5.894902	869.40625	runs/20260330_204645__ocr_ablate_dim256_decoys256/model=rft_ocr_head__L=8192__seed=0__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	8192	256	1	0	0.890312	0.708438	0.997031	0.897656	0.002969	0.102031	0.014219	5.906473	869.382812	runs/20260331_205039__step2_ocr_r1_d256/model=rft_ocr_head__L=8192__seed=0__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	8192	256	1	1	0.882188	0.719375	0.998125	0.889063	0.001875	0.110781	0.015469	5.878825	608.745117	runs/20260329_230838__ocr_ablate_loss005_decoys256/model=rft_ocr_head__L=8192__seed=1__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	8192	256	1	1	0.880781	0.728906	0.9975	0.886	0.0025	0.11375	0.015156	5.912351	608.745117	runs/20260330_002251__ocr_ablate_loss010_decoys256/model=rft_ocr_head__L=8192__seed=1__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	8192	256	1	1	0.883125	0.725781	0.997656	0.893269	0.002344	0.106406	0.017344	5.869261	608.745117	runs/20260330_013827__ocr_ablate_loss020_decoys256/model=rft_ocr_head__L=8192__seed=1__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	8192	256	1	1	0.88125	0.721719	0.996719	0.887	0.003281	0.112656	0.013437	5.826933	608.745117	runs/20260330_025354__ocr_ablate_loss050_decoys256/model=rft_ocr_head__L=8192__seed=1__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	8192	256	1	1	0.884687	0.724688	0.998125	0.888249	0.001875	0.111562	0.012812	5.89908	608.745117	runs/20260330_063133__ocr_ablate_margin005_decoys256/model=rft_ocr_head__L=8192__seed=1__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	8192	256	1	1	0.882188	0.719375	0.998125	0.889063	0.001875	0.110781	0.015469	5.845156	608.745117	runs/20260330_074825__ocr_ablate_margin010_decoys256/model=rft_ocr_head__L=8192__seed=1__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	8192	256	1	1	0.882812	0.723437	0.997812	0.890894	0.002188	0.108906	0.014219	5.8496	608.745117	runs/20260330_090311__ocr_ablate_margin020_decoys256/model=rft_ocr_head__L=8192__seed=1__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	8192	256	1	1	0.862344	0.715781	0.997188	0.871019	0.002812	0.128594	0.017188	5.844603	607.239258	runs/20260330_134744__ocr_ablate_dim064_decoys256/model=rft_ocr_head__L=8192__seed=1__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	8192	256	1	1	0.882188	0.719375	0.998125	0.889063	0.001875	0.110781	0.015469	5.897462	608.745117	runs/20260330_150155__ocr_ablate_dim128_decoys256/model=rft_ocr_head__L=8192__seed=1__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	8192	256	1	1	0.899844	0.726562	0.997188	0.90378	0.002812	0.095937	0.01125	5.873377	613.264648	runs/20260330_161813__ocr_ablate_dim256_decoys256/model=rft_ocr_head__L=8192__seed=1__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	8192	256	1	1	0.862344	0.715781	0.997188	0.871019	0.002812	0.128594	0.017188	5.882634	607.239258	runs/20260330_181527__ocr_ablate_dim064_decoys256/model=rft_ocr_head__L=8192__seed=1__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	8192	256	1	1	0.882188	0.719375	0.998125	0.889063	0.001875	0.110781	0.015469	5.860071	608.745117	runs/20260330_193133__ocr_ablate_dim128_decoys256/model=rft_ocr_head__L=8192__seed=1__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	8192	256	1	1	0.899844	0.726562	0.997188	0.90378	0.002812	0.095937	0.01125	5.896335	613.264648	runs/20260330_204645__ocr_ablate_dim256_decoys256/model=rft_ocr_head__L=8192__seed=1__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	8192	256	1	1	0.899844	0.726562	0.997188	0.90378	0.002812	0.095937	0.01125	5.891564	613.264648	runs/20260331_205039__step2_ocr_r1_d256/model=rft_ocr_head__L=8192__seed=1__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	8192	256	1	2	0.880625	0.727031	0.997812	0.885592	0.002188	0.114219	0.015156	5.780396	608.745117	runs/20260329_230838__ocr_ablate_loss005_decoys256/model=rft_ocr_head__L=8192__seed=2__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	8192	256	1	2	0.880625	0.726094	0.998281	0.884528	0.001719	0.115312	0.014687	5.886607	608.745117	runs/20260330_002251__ocr_ablate_loss010_decoys256/model=rft_ocr_head__L=8192__seed=2__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	8192	256	1	2	0.884375	0.722187	0.997812	0.89008	0.002188	0.109687	0.014844	5.895885	608.745117	runs/20260330_013827__ocr_ablate_loss020_decoys256/model=rft_ocr_head__L=8192__seed=2__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	8192	256	1	2	0.884062	0.723281	0.998281	0.887604	0.001719	0.112187	0.014063	5.895803	608.745117	runs/20260330_025354__ocr_ablate_loss050_decoys256/model=rft_ocr_head__L=8192__seed=2__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	8192	256	1	2	0.880313	0.724219	0.998281	0.88401	0.001719	0.115781	0.01375	5.863315	608.745117	runs/20260330_063133__ocr_ablate_margin005_decoys256/model=rft_ocr_head__L=8192__seed=2__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	8192	256	1	2	0.880625	0.727031	0.997812	0.885592	0.002188	0.114219	0.015156	5.857423	608.745117	runs/20260330_074825__ocr_ablate_margin010_decoys256/model=rft_ocr_head__L=8192__seed=2__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	8192	256	1	2	0.874531	0.7275	0.997812	0.881353	0.002188	0.118438	0.016406	5.867868	608.745117	runs/20260330_090311__ocr_ablate_margin020_decoys256/model=rft_ocr_head__L=8192__seed=2__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	8192	256	1	2	0.857812	0.719375	0.998281	0.864967	0.001719	0.134844	0.017656	5.773967	607.239258	runs/20260330_134744__ocr_ablate_dim064_decoys256/model=rft_ocr_head__L=8192__seed=2__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	8192	256	1	2	0.880625	0.727031	0.997812	0.885592	0.002188	0.114219	0.015156	5.861765	608.745117	runs/20260330_150155__ocr_ablate_dim128_decoys256/model=rft_ocr_head__L=8192__seed=2__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	8192	256	1	2	0.891094	0.725781	0.9975	0.897646	0.0025	0.102031	0.014219	5.840978	613.264648	runs/20260330_161813__ocr_ablate_dim256_decoys256/model=rft_ocr_head__L=8192__seed=2__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	8192	256	1	2	0.857812	0.719375	0.998281	0.864967	0.001719	0.134844	0.017656	5.890068	607.239258	runs/20260330_181527__ocr_ablate_dim064_decoys256/model=rft_ocr_head__L=8192__seed=2__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	8192	256	1	2	0.880625	0.727031	0.997812	0.885592	0.002188	0.114219	0.015156	5.811958	608.745117	runs/20260330_193133__ocr_ablate_dim128_decoys256/model=rft_ocr_head__L=8192__seed=2__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	8192	256	1	2	0.891094	0.725781	0.9975	0.897646	0.0025	0.102031	0.014219	5.891871	613.264648	runs/20260330_204645__ocr_ablate_dim256_decoys256/model=rft_ocr_head__L=8192__seed=2__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	8192	256	1	2	0.891094	0.725781	0.9975	0.897646	0.0025	0.102031	0.014219	5.84745	613.264648	runs/20260331_205039__step2_ocr_r1_d256/model=rft_ocr_head__L=8192__seed=2__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	8192	256	2	0	0.897188	0.702812	0.998594	0.900509	0.001406	0.099375	0.011875	5.960069	869.377441	runs/20260401_004319__step2_ocr_r2_d256/model=rft_ocr_head__L=8192__seed=0__decoys=256__repeats=2__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	8192	256	2	1	0.893437	0.681562	0.995469	0.898955	0.004531	0.100625	0.009531	5.921894	613.264648	runs/20260401_004319__step2_ocr_r2_d256/model=rft_ocr_head__L=8192__seed=1__decoys=256__repeats=2__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	8192	256	2	2	0.900781	0.721719	0.998594	0.907969	0.001406	0.091875	0.013437	5.964554	613.264648	runs/20260401_004319__step2_ocr_r2_d256/model=rft_ocr_head__L=8192__seed=2__decoys=256__repeats=2__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	8192	256	4	0	0.891094	0.696094	0.996094	0.897147	0.003906	0.1025	0.012812	5.823631	869.382812	runs/20260401_043931__step2_ocr_r4_d256/model=rft_ocr_head__L=8192__seed=0__decoys=256__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	8192	256	4	1	0.894062	0.68875	0.996406	0.90751	0.003594	0.092031	0.017188	5.805117	613.264648	runs/20260401_043931__step2_ocr_r4_d256/model=rft_ocr_head__L=8192__seed=1__decoys=256__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	8192	256	4	2	0.902969	0.719844	0.999687	0.904021	0.000313	0.095937	0.012188	5.787566	613.264648	runs/20260401_043931__step2_ocr_r4_d256/model=rft_ocr_head__L=8192__seed=2__decoys=256__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
END_TSV
